Amount,Transaction_type,Device_type,Location,Is_foreign,Is_high_risk_country,Previous_fraud,Is_fraud
74534.11,Transfer,ATM,Ahmedabad,1,1,1,1
72785.99,ATM,Web,Hyderabad,1,0,0,1
40015.79,Online,ATM,Hyderabad,1,0,1,0
47171.14,Transfer,POS,Mumbai,1,1,0,1
20794.85,ATM,Mobile,Chennai,1,0,1,0
72270.48,ATM,Web,Ahmedabad,0,0,0,0
54573.67,POS,ATM,Bangalore,0,0,1,1
25202.44,Transfer,Web,Chennai,0,0,0,0
23776.33,Transfer,ATM,Chennai,1,0,1,1
19392.66,ATM,ATM,Hyderabad,0,0,1,0
68240.92,Online,Web,Delhi,1,1,1,1
88174.14,Online,Mobile,Delhi,0,0,0,0
70398.21,POS,POS,Delhi,0,0,1,1
55081.97,ATM,POS,Bangalore,1,0,1,1
31245.07,Transfer,Mobile,Mumbai,0,0,1,0
33295.49,POS,Mobile,Bangalore,0,0,1,0
66780.33,ATM,Web,Chennai,1,0,1,1
22433.41,ATM,Mobile,Chennai,1,0,1,0
40831.21,Online,POS,Delhi,1,0,1,0
9402.15,Transfer,Mobile,Kolkata,1,1,1,1
43993.03,Online,Web,Mumbai,1,0,1,1
23723.57,POS,Web,Pune,0,0,1,1
10770.04,POS,ATM,Hyderabad,0,0,1,0
67142.47,Transfer,Web,Chennai,1,0,1,1
87515.68,POS,Web,Chennai,1,0,1,1
17870.81,Online,POS,Chennai,0,0,0,0
75743.9,POS,Web,Delhi,1,0,0,1
92403.42,Transfer,ATM,Ahmedabad,1,0,1,1
97206.86,POS,Web,Hyderabad,1,0,1,1
83279.72,Online,Mobile,Chennai,1,0,0,1
95519.81,POS,Web,Kolkata,0,0,1,0
49652.23,POS,Web,Chennai,0,0,1,0
65622.95,POS,POS,Kolkata,0,0,0,0
10570.25,Transfer,POS,Chennai,1,0,1,0
76174.4,POS,ATM,Kolkata,1,1,0,1
94753.35,ATM,ATM,Kolkata,0,0,0,0
75962.25,Transfer,Mobile,Kolkata,1,0,1,1
37485.79,ATM,ATM,Chennai,1,0,0,0
62983.25,Transfer,Mobile,Delhi,1,0,1,1
28521.09,ATM,Web,Hyderabad,1,0,0,0
36626.57,POS,Web,Bangalore,0,0,0,0
46349.61,ATM,POS,Kolkata,0,0,0,0
42071.02,ATM,POS,Ahmedabad,0,0,1,0
44398.75,Online,ATM,Pune,1,0,0,0
43507.69,Transfer,ATM,Mumbai,0,0,0,0
59782.83,ATM,Web,Kolkata,0,0,0,0
29692.62,Online,Web,Chennai,1,0,1,0
22658.59,POS,POS,Pune,1,0,1,0
72117.83,Online,POS,Kolkata,1,1,1,1
38066.55,POS,POS,Kolkata,0,0,0,0
31941.41,POS,Mobile,Chennai,1,0,0,0
68121.84,ATM,Mobile,Hyderabad,0,0,0,0
58266.95,POS,Web,Kolkata,1,0,1,1
22717.84,Online,ATM,Chennai,1,0,0,0
45862.04,Transfer,Web,Bangalore,0,0,1,0
40225.84,POS,ATM,Ahmedabad,1,0,1,0
12873.55,ATM,ATM,Mumbai,1,0,0,0
38688.16,Online,POS,Kolkata,1,0,1,0
9900.76,POS,Mobile,Chennai,0,0,0,0
39240.84,POS,Web,Chennai,1,0,0,0
39646.04,Transfer,POS,Hyderabad,0,0,1,0
88488.16,Online,Web,Mumbai,0,0,0,0
58968.17,Online,Mobile,Pune,0,0,0,0
16806.83,Transfer,ATM,Delhi,0,0,1,1
24588.45,Online,Mobile,Hyderabad,0,0,0,0
77290.09,Online,Web,Hyderabad,0,0,0,0
3910.95,POS,Web,Delhi,1,0,0,0
19402.4,ATM,ATM,Ahmedabad,1,0,0,0
31029.25,POS,Web,Mumbai,1,0,0,0
10700.32,Transfer,Web,Ahmedabad,0,0,0,0
23680.93,ATM,POS,Mumbai,0,0,1,0
55223.33,ATM,Web,Mumbai,0,0,0,0
91719.86,ATM,ATM,Delhi,1,1,1,1
48994.38,ATM,POS,Delhi,1,0,0,0
27170.43,ATM,POS,Chennai,1,0,1,0
82004.38,Transfer,Web,Pune,1,1,0,1
15818.48,POS,Mobile,Pune,0,0,1,1
89264.32,POS,Web,Bangalore,1,0,1,1
66280.78,ATM,Web,Bangalore,0,0,1,0
22238.01,Transfer,POS,Delhi,0,0,1,1
52473.63,ATM,Web,Pune,1,1,0,1
14216.77,POS,Mobile,Kolkata,0,0,1,0
39178.15,Transfer,Mobile,Kolkata,0,0,0,0
93335.23,Transfer,Web,Bangalore,0,0,1,0
84343.72,ATM,POS,Pune,0,0,0,0
24452.77,POS,POS,Ahmedabad,1,0,0,0
8790.19,Online,ATM,Pune,0,0,1,0
71907.27,Online,ATM,Chennai,1,0,1,1
306.53,Transfer,ATM,Mumbai,1,0,0,0
49299.65,Transfer,Mobile,Kolkata,1,0,0,0
91982.42,POS,Mobile,Delhi,0,0,1,0
84995.67,POS,POS,Chennai,0,0,1,1
73863.16,Transfer,Mobile,Kolkata,1,0,0,1
85963.02,Transfer,Mobile,Delhi,1,0,1,1
2745.92,Online,ATM,Mumbai,0,0,0,0
40413.14,ATM,ATM,Delhi,1,0,1,0
95976.26,Transfer,ATM,Ahmedabad,1,1,1,1
96072.65,POS,Web,Kolkata,0,0,1,0
33592.69,Online,POS,Chennai,1,0,0,0
52441.21,POS,POS,Mumbai,0,0,0,0
43539.93,ATM,Mobile,Hyderabad,1,1,0,1
93174.07,Transfer,ATM,Pune,1,0,1,1
7400.05,Online,Web,Delhi,1,0,1,0
58672.33,ATM,ATM,Chennai,0,0,1,0
9619.19,ATM,Web,Chennai,0,0,1,0
71337.49,POS,POS,Kolkata,1,0,0,1
34083.12,Transfer,ATM,Bangalore,1,0,1,0
95443.86,ATM,Web,Bangalore,0,0,0,0
19011.38,ATM,Web,Chennai,1,0,0,0
12591.69,Transfer,ATM,Bangalore,1,0,1,0
17722.37,Transfer,Mobile,Bangalore,1,0,1,0
74432.3,Transfer,Mobile,Mumbai,0,0,0,0
33303.49,Transfer,Mobile,Mumbai,1,0,1,1
69322.95,POS,Web,Ahmedabad,1,0,1,1
57832.11,Transfer,Mobile,Pune,1,0,1,1
67326.69,ATM,POS,Delhi,0,0,0,0
70484.55,POS,POS,Pune,1,0,1,1
87433.74,ATM,Mobile,Delhi,0,0,1,0
566.41,ATM,Web,Pune,0,0,1,0
29993.92,ATM,Web,Ahmedabad,1,1,1,1
15478.04,POS,Web,Ahmedabad,0,0,1,0
68251.79,Online,ATM,Delhi,1,0,0,1
6098.68,ATM,Mobile,Mumbai,1,0,0,0
2033.27,POS,POS,Hyderabad,1,0,1,0
38705,Online,Web,Ahmedabad,1,0,1,0
88956.42,POS,Web,Ahmedabad,0,0,1,1
18082.75,ATM,Web,Pune,1,0,1,0
73310.46,POS,Web,Kolkata,1,1,0,1
42373.71,Online,ATM,Bangalore,0,0,0,0
20157.23,Online,Web,Pune,1,0,1,0
9890.82,Transfer,Mobile,Bangalore,1,0,0,0
91754.75,Transfer,Mobile,Hyderabad,1,0,1,1
35312.51,Online,POS,Bangalore,1,0,0,0
78400.27,Transfer,ATM,Chennai,1,0,1,1
33567.65,ATM,POS,Pune,1,0,1,0
64541.67,Transfer,POS,Hyderabad,0,0,0,0
92510.67,Transfer,POS,Mumbai,0,0,1,0
6378.86,ATM,POS,Pune,1,1,0,1
40007.71,ATM,ATM,Hyderabad,0,0,1,0
31743.66,Online,Mobile,Ahmedabad,0,0,1,1
98370.35,ATM,POS,Chennai,1,0,0,1
16059.14,ATM,ATM,Delhi,1,0,1,0
34781.21,POS,POS,Ahmedabad,0,0,0,0
69171.78,POS,POS,Hyderabad,1,0,0,1
73539.39,Online,Mobile,Chennai,0,0,1,0
47495.33,ATM,POS,Mumbai,0,0,0,0
71869.7,Online,Mobile,Kolkata,0,0,1,1
67694.9,POS,POS,Kolkata,1,0,0,1
93012.98,ATM,Mobile,Bangalore,0,0,1,1
36492.42,ATM,ATM,Bangalore,1,0,1,0
32862.44,ATM,ATM,Hyderabad,1,0,0,0
8404.49,POS,POS,Bangalore,0,0,0,0
1086.28,Online,ATM,Mumbai,1,0,0,0
64120.87,ATM,ATM,Hyderabad,0,0,1,0
14502.7,Transfer,ATM,Kolkata,0,0,0,0
18049.01,Online,Mobile,Kolkata,1,1,1,1
74759.26,Transfer,Mobile,Kolkata,0,0,0,0
1867.26,Online,POS,Mumbai,1,0,1,0
29962.85,Online,Web,Delhi,0,0,1,0
4515.24,Transfer,Web,Chennai,0,0,0,0
62500.8,Online,Mobile,Pune,0,0,1,0
85810.83,ATM,Web,Mumbai,1,0,0,1
17549.74,POS,Mobile,Delhi,1,0,1,0
72769.75,Transfer,Web,Pune,1,0,0,1
92758.83,ATM,POS,Delhi,0,0,1,0
72507.46,ATM,Web,Hyderabad,0,0,1,0
52653.36,Transfer,Mobile,Delhi,1,0,0,1
72260.01,Transfer,ATM,Kolkata,0,0,0,0
49324.83,POS,ATM,Pune,0,0,0,0
21309.24,Transfer,POS,Pune,0,0,1,0
11627.66,ATM,Web,Chennai,1,1,1,1
29938.97,ATM,POS,Bangalore,1,0,0,0
75718.42,Transfer,Mobile,Pune,1,0,0,1
38158.04,Online,Web,Mumbai,1,0,1,1
56014.41,POS,POS,Pune,0,0,0,0
49632.99,ATM,Mobile,Delhi,0,0,1,0
66894.55,POS,Mobile,Mumbai,0,0,1,1
82021.07,Transfer,POS,Chennai,1,1,0,1
65672.41,ATM,POS,Delhi,0,0,0,0
44114.17,POS,ATM,Ahmedabad,0,0,1,0
30274.19,POS,POS,Delhi,0,0,0,0
91003.62,ATM,Web,Bangalore,1,0,0,1
43595.49,POS,Mobile,Mumbai,1,0,0,0
12308.08,Transfer,Web,Delhi,0,0,0,0
33174.17,Transfer,ATM,Pune,0,0,0,0
52100.55,ATM,Web,Hyderabad,1,1,1,1
5908.91,Online,Web,Delhi,1,0,0,0
11025.97,Transfer,POS,Chennai,0,0,1,1
74269.82,Transfer,ATM,Ahmedabad,0,0,0,0
3592.41,Online,Mobile,Ahmedabad,0,0,0,0
9335.48,ATM,POS,Bangalore,1,0,0,0
99192.75,Transfer,ATM,Chennai,1,0,1,1
81355.34,POS,ATM,Mumbai,1,0,0,1
55642.31,POS,Web,Mumbai,1,1,0,1
98254.56,ATM,ATM,Bangalore,0,0,0,0
10443.72,Online,ATM,Ahmedabad,0,0,1,1
30732.41,ATM,ATM,Mumbai,1,0,0,0
82517.46,Transfer,POS,Mumbai,0,0,1,0
648.58,ATM,Mobile,Hyderabad,0,0,0,0
26071,POS,ATM,Kolkata,0,0,1,0
13009.79,POS,ATM,Mumbai,0,0,1,0
7605.33,POS,ATM,Pune,1,1,1,1
6934.6,POS,POS,Chennai,1,1,0,1
69933.02,Transfer,Mobile,Mumbai,0,0,0,0
3795.04,POS,POS,Ahmedabad,1,0,0,0
30067.45,Transfer,ATM,Chennai,1,0,0,0
2956.98,Transfer,POS,Mumbai,0,0,1,1
51483.11,ATM,POS,Mumbai,1,0,0,1
6382.56,POS,POS,Kolkata,1,1,0,1
80141.61,Online,POS,Delhi,0,0,0,0
29562.29,POS,POS,Mumbai,0,0,0,0
75066.93,Online,POS,Kolkata,0,0,0,0
76480.75,Online,POS,Bangalore,1,0,0,1
14620.68,Transfer,Web,Kolkata,0,0,1,0
56868.41,Transfer,Mobile,Chennai,1,0,0,1
9270.84,POS,Web,Kolkata,1,0,0,0
72412.5,ATM,Mobile,Mumbai,1,0,1,1
19265.8,ATM,Mobile,Pune,0,0,0,0
73058.12,Online,Web,Hyderabad,0,0,0,0
57178.28,Online,POS,Hyderabad,0,0,0,0
1428.57,Transfer,Mobile,Kolkata,1,1,0,1
38346.09,ATM,ATM,Pune,1,1,1,1
51237.37,POS,POS,Delhi,0,0,1,1
61183.65,Transfer,Mobile,Bangalore,1,0,1,1
20639.73,Transfer,ATM,Hyderabad,0,0,0,0
68960.01,Online,Web,Hyderabad,1,0,0,1
95.52,ATM,POS,Pune,0,0,1,0
59729.11,ATM,POS,Mumbai,0,0,0,0
23664.11,Transfer,ATM,Delhi,1,0,1,1
1764.78,Online,ATM,Ahmedabad,1,0,0,0
91316.47,Online,POS,Bangalore,0,0,1,1
63807.13,Transfer,ATM,Ahmedabad,1,0,0,1
54806.7,ATM,Mobile,Hyderabad,1,0,1,1
80627.63,Online,Web,Ahmedabad,0,0,1,0
96420.67,POS,ATM,Bangalore,0,0,1,0
27986.45,ATM,Web,Delhi,0,0,1,0
82571.52,Online,Web,Chennai,0,0,0,0
89903.09,ATM,ATM,Mumbai,0,0,0,0
61661.54,ATM,Web,Bangalore,0,0,1,0
56278.44,ATM,Mobile,Mumbai,0,0,0,0
31156.08,Transfer,ATM,Mumbai,0,0,0,0
12993.29,Online,POS,Mumbai,0,0,0,0
60677.64,Transfer,ATM,Bangalore,1,0,1,1
94354.91,Online,Mobile,Mumbai,1,0,0,1
81849.85,POS,ATM,Kolkata,1,0,1,1
99656.27,POS,POS,Pune,1,1,1,1
3111.48,Transfer,POS,Mumbai,0,0,0,0
91867.76,Online,Mobile,Delhi,1,1,0,1
36418.31,Online,POS,Delhi,0,0,1,1
45997.01,POS,POS,Pune,0,0,1,0
46441.13,POS,Web,Mumbai,1,0,0,0
13287.79,Transfer,Mobile,Bangalore,0,0,0,0
3411.49,Online,ATM,Delhi,0,0,0,0
43890.88,Transfer,POS,Delhi,0,0,1,0
92367.46,Transfer,Web,Chennai,0,0,1,0
14205.5,Online,Mobile,Pune,1,0,0,0
34700.12,ATM,POS,Delhi,1,0,0,0
77891.47,Transfer,POS,Hyderabad,0,0,0,0
93755.6,POS,POS,Pune,0,0,0,0
82702.32,Transfer,Web,Mumbai,0,0,1,1
14972.22,POS,Mobile,Pune,0,0,1,0
96523.04,Transfer,ATM,Chennai,0,0,1,0
33852.05,POS,ATM,Chennai,1,0,0,0
63224.86,Transfer,POS,Delhi,0,0,1,0
30100.95,POS,ATM,Chennai,0,0,0,0
91193.89,POS,Web,Ahmedabad,1,1,0,1
24016.03,Online,Mobile,Ahmedabad,0,0,1,0
57563.62,ATM,POS,Delhi,0,0,1,1
29291.48,Online,ATM,Ahmedabad,0,0,1,1
19738.8,Online,ATM,Pune,1,0,1,0
4858.7,ATM,POS,Kolkata,0,0,0,0
30902.02,POS,Web,Delhi,1,1,0,1
6767.85,Transfer,POS,Kolkata,0,0,0,0
16225.84,ATM,Web,Kolkata,0,0,1,1
68735.47,Online,POS,Bangalore,1,0,1,1
12557.76,POS,Web,Hyderabad,0,0,0,0
30293.38,ATM,Mobile,Ahmedabad,1,0,0,0
92234.54,Online,POS,Chennai,1,0,0,1
41969.19,Online,ATM,Kolkata,1,0,0,0
74489.29,POS,Web,Delhi,1,0,0,1
89241.18,POS,ATM,Ahmedabad,0,0,0,0
68085.58,ATM,ATM,Delhi,1,0,1,1
22755.32,Transfer,Mobile,Kolkata,0,0,1,0
25506.89,Transfer,POS,Pune,1,0,0,0
79056.61,ATM,Mobile,Mumbai,1,0,0,1
61667.31,ATM,Mobile,Hyderabad,1,0,1,1
3942.19,Transfer,ATM,Bangalore,0,0,0,0
52373.62,Online,Web,Delhi,0,0,1,1
22346.94,ATM,Web,Pune,1,0,1,1
63537.88,ATM,Mobile,Mumbai,1,0,1,1
49881.1,Online,POS,Delhi,1,0,0,0
90862.94,ATM,POS,Chennai,1,0,1,1
58381.45,POS,Mobile,Bangalore,1,1,1,1
46677.51,Online,ATM,Mumbai,1,1,0,1
64528.33,Transfer,POS,Mumbai,0,0,0,0
93335.87,POS,Web,Hyderabad,1,1,0,1
44772.71,Online,POS,Kolkata,1,0,1,0
74850.32,ATM,Mobile,Ahmedabad,0,0,1,1
21433.24,POS,Mobile,Pune,0,0,1,0
24836,POS,Mobile,Ahmedabad,1,1,1,1
54977.37,Online,POS,Kolkata,0,0,1,1
95753.62,POS,ATM,Pune,0,0,1,1
47166.31,Online,Mobile,Mumbai,0,0,0,0
10294.55,Online,POS,Chennai,0,0,0,0
36957.71,ATM,POS,Delhi,0,0,1,0
53741.53,Transfer,Web,Bangalore,1,0,0,1
71976.77,Transfer,Mobile,Delhi,1,0,0,1
3844.29,Online,ATM,Kolkata,1,1,1,1
9588.1,ATM,Mobile,Pune,0,0,0,0
54183.81,ATM,POS,Ahmedabad,0,0,1,0
24176.32,Online,Web,Kolkata,0,0,1,1
88661.84,Online,ATM,Hyderabad,0,0,0,0
3025.14,ATM,Web,Bangalore,0,0,1,0
27482.47,Transfer,POS,Pune,0,0,0,0
51639.64,Transfer,Web,Mumbai,0,0,0,0
63951.93,Online,Web,Delhi,1,1,0,1
45711.5,Online,Mobile,Kolkata,0,0,1,0
98668.75,ATM,Web,Pune,0,0,0,0
18663.84,POS,POS,Chennai,1,1,1,1
63446.14,Online,POS,Pune,0,0,0,0
6308.82,ATM,ATM,Ahmedabad,1,0,0,0
86480.25,Transfer,ATM,Ahmedabad,0,0,1,0
4246.46,ATM,Mobile,Pune,1,0,1,0
66603.93,Online,POS,Ahmedabad,1,0,0,1
10511.27,Online,POS,Bangalore,1,1,0,1
49789.69,Transfer,POS,Chennai,0,0,0,0
29540.94,Online,Web,Hyderabad,1,0,1,0
9461.09,Online,Mobile,Hyderabad,0,0,1,0
36151.4,Transfer,POS,Kolkata,1,0,1,0
77470.32,ATM,Mobile,Kolkata,0,0,1,1
17184.12,Online,ATM,Mumbai,0,0,0,0
72502.53,Online,POS,Kolkata,0,0,0,0
65254.69,Transfer,Web,Kolkata,1,1,1,1
39583.84,POS,POS,Kolkata,1,0,0,0
45919.73,POS,POS,Hyderabad,0,0,0,0
28809.28,POS,ATM,Chennai,0,0,0,0
6369.19,POS,Web,Chennai,1,0,1,0
29868.38,ATM,Mobile,Mumbai,1,0,1,1
7773.75,Online,Mobile,Pune,0,0,1,0
58607.99,ATM,Mobile,Pune,1,1,0,1
39792.05,Online,Web,Ahmedabad,0,0,1,0
87987.9,Online,Mobile,Delhi,1,0,0,1
84295.5,ATM,Mobile,Mumbai,0,0,0,0
40874.89,Transfer,Mobile,Pune,0,0,0,0
11872.66,ATM,ATM,Delhi,1,0,0,0
49713.7,Online,Mobile,Ahmedabad,0,0,1,1
6895.87,POS,ATM,Chennai,0,0,0,0
51402.22,ATM,Mobile,Bangalore,1,0,0,1
13695.07,ATM,ATM,Bangalore,0,0,0,0
57000.47,Transfer,POS,Bangalore,0,0,0,0
18077.61,ATM,Web,Ahmedabad,0,0,0,0
64019.77,Online,ATM,Delhi,1,1,1,1
84607.01,Online,ATM,Chennai,1,0,1,1
4105.27,ATM,Web,Pune,0,0,1,1
49759.88,Transfer,ATM,Bangalore,1,1,1,1
37007.93,POS,POS,Chennai,0,0,1,1
77786.9,ATM,Mobile,Chennai,1,0,1,1
91302.73,Transfer,ATM,Delhi,0,0,0,0
74557.83,Transfer,Mobile,Mumbai,0,0,0,0
68532.61,ATM,ATM,Hyderabad,0,0,1,0
30934.22,ATM,Web,Ahmedabad,1,0,1,1
20133.67,ATM,POS,Ahmedabad,1,0,1,1
30984.24,Online,Mobile,Pune,1,0,1,1
43134.8,Online,Web,Kolkata,1,0,1,0
37909.61,ATM,Mobile,Hyderabad,1,0,0,0
20037.99,Online,ATM,Bangalore,1,0,0,0
11610.46,Online,Web,Ahmedabad,1,0,1,0
15129.85,ATM,Mobile,Chennai,0,0,0,0
77716.15,ATM,ATM,Ahmedabad,0,0,0,0
18644.16,POS,Mobile,Delhi,0,0,1,0
72272.05,ATM,Mobile,Chennai,0,0,1,0
8633.09,Online,Web,Ahmedabad,1,0,0,0
15695.6,Transfer,POS,Hyderabad,0,0,1,0
76665.98,Transfer,POS,Kolkata,0,0,0,0
20569.35,ATM,ATM,Hyderabad,0,0,0,0
68050.21,Online,ATM,Kolkata,0,0,0,0
40517.15,ATM,ATM,Kolkata,0,0,1,0
96195.71,Transfer,Mobile,Hyderabad,0,0,1,0
311.43,Online,Mobile,Hyderabad,0,0,0,0
85098.47,Transfer,ATM,Delhi,0,0,1,0
76449.84,Transfer,Web,Ahmedabad,0,0,0,0
86898.2,ATM,Web,Kolkata,1,0,1,1
64004.55,POS,Web,Delhi,1,1,1,1
27927.37,ATM,Mobile,Chennai,0,0,1,1
21280.03,Transfer,Mobile,Hyderabad,1,0,0,0
58697.49,Online,Web,Kolkata,1,0,0,1
3970.97,Online,POS,Ahmedabad,1,1,1,1
71788.82,ATM,POS,Kolkata,0,0,1,0
81870.11,Transfer,ATM,Pune,1,0,1,1
37698.05,Transfer,Mobile,Bangalore,1,0,1,0
51500.34,POS,Mobile,Mumbai,0,0,0,0
72619.44,POS,ATM,Ahmedabad,1,0,0,1
29842.62,Online,POS,Delhi,1,0,0,0
25271.38,Transfer,Mobile,Kolkata,1,1,1,1
49409.06,POS,Mobile,Pune,0,0,1,1
77883.3,POS,Mobile,Mumbai,0,0,0,0
24485.28,POS,Web,Chennai,1,1,1,1
74992.53,POS,Web,Bangalore,0,0,1,1
21767.07,Online,Mobile,Hyderabad,1,0,1,0
69050.66,Transfer,POS,Delhi,1,0,0,1
95229.62,Transfer,ATM,Kolkata,0,0,1,0
30341.96,Online,ATM,Bangalore,0,0,0,0
39879.51,POS,ATM,Chennai,0,0,1,1
20300.45,Transfer,Mobile,Pune,0,0,1,0
33160.32,POS,POS,Kolkata,1,0,0,0
80251.68,ATM,Mobile,Ahmedabad,0,0,0,0
21975.83,ATM,ATM,Bangalore,0,0,0,0
26937.51,Online,POS,Kolkata,1,0,0,0
2860.96,ATM,Web,Kolkata,1,0,1,0
71927.41,Transfer,Web,Hyderabad,0,0,0,0
54090.95,Online,POS,Ahmedabad,1,0,0,1
88739.16,Online,POS,Mumbai,1,0,0,1
51018.75,Transfer,Web,Ahmedabad,1,0,1,1
93026.96,Transfer,ATM,Bangalore,1,0,0,1
34793.14,Transfer,ATM,Hyderabad,1,0,1,0
10820.94,Online,Mobile,Kolkata,0,0,0,0
86728.76,ATM,Mobile,Chennai,0,0,0,0
84622.12,Online,Web,Hyderabad,0,0,0,0
68582.73,Transfer,ATM,Bangalore,1,1,0,1
84771.04,ATM,ATM,Ahmedabad,1,0,0,1
86494.48,Online,Mobile,Delhi,0,0,1,1
31827.73,ATM,ATM,Pune,0,0,1,1
29725.79,ATM,ATM,Hyderabad,1,0,0,0
30860.81,Online,Mobile,Mumbai,0,0,0,0
99126.23,POS,POS,Bangalore,1,0,0,1
28241.76,Transfer,ATM,Kolkata,0,0,1,0
32050.95,ATM,ATM,Delhi,1,1,1,1
12215.04,Online,Mobile,Pune,1,0,1,1
75587.25,Online,ATM,Pune,0,0,1,0
35779.72,POS,POS,Chennai,0,0,1,0
1308.77,POS,POS,Hyderabad,0,0,1,0
21503.5,ATM,Web,Pune,0,0,1,0
68463.36,Transfer,Web,Ahmedabad,1,0,0,1
92791.37,ATM,Mobile,Delhi,0,0,0,0
38793.39,Transfer,POS,Hyderabad,1,0,0,0
71855.27,ATM,POS,Ahmedabad,1,1,1,1
42298.44,Transfer,Mobile,Ahmedabad,1,0,0,0
95012.75,Online,ATM,Bangalore,1,0,0,1
27388.48,ATM,Mobile,Chennai,1,1,0,1
41766.53,ATM,ATM,Mumbai,0,0,1,0
39575.14,Online,POS,Kolkata,0,0,1,0
75896.61,ATM,Mobile,Pune,1,0,1,1
92529.95,POS,ATM,Chennai,0,0,1,0
87075.72,Transfer,POS,Ahmedabad,1,0,0,1
27212.71,ATM,ATM,Chennai,1,1,0,1
51431.81,Online,Mobile,Pune,0,0,1,0
51200.44,Online,ATM,Hyderabad,1,0,0,1
55208.13,Online,ATM,Bangalore,1,0,0,1
51583.78,Online,ATM,Hyderabad,1,0,1,1
84128.09,POS,POS,Hyderabad,1,0,1,1
29330.36,POS,POS,Chennai,1,1,0,1
87572.83,Online,Web,Chennai,0,0,0,0
53887.04,Online,POS,Hyderabad,1,0,0,1
2632.23,Online,ATM,Ahmedabad,0,0,0,0
82562.63,Transfer,ATM,Ahmedabad,0,0,1,0
8102.31,ATM,ATM,Kolkata,0,0,1,0
28994.34,ATM,ATM,Hyderabad,1,1,1,1
64621.58,POS,POS,Bangalore,1,0,1,1
70612.08,ATM,POS,Hyderabad,1,0,1,1
24152.74,POS,ATM,Kolkata,1,0,1,0
64970.01,POS,POS,Mumbai,1,0,1,1
18139.8,ATM,POS,Delhi,1,1,1,1
74336.36,Online,Mobile,Bangalore,1,1,0,1
58535.79,POS,POS,Hyderabad,1,0,0,1
86302.82,POS,Web,Pune,1,0,1,1
9525.54,ATM,POS,Ahmedabad,0,0,0,0
37819.67,Transfer,Mobile,Delhi,1,0,1,0
27633.54,Online,Mobile,Kolkata,1,0,1,0
60881.39,ATM,Mobile,Kolkata,1,1,1,1
30518.95,Transfer,Web,Pune,0,0,1,0
19401.36,POS,ATM,Chennai,1,0,1,1
28133.85,Online,POS,Chennai,0,0,1,0
51016.4,POS,Mobile,Mumbai,1,0,1,1
65886.84,Transfer,POS,Hyderabad,0,0,1,0
1840.41,Transfer,POS,Ahmedabad,0,0,1,1
56263.87,Transfer,Web,Kolkata,0,0,0,0
39609.47,ATM,Mobile,Hyderabad,1,0,1,0
19258.18,Online,Mobile,Bangalore,0,0,1,0
75010.72,ATM,Web,Kolkata,0,0,0,0
22965.28,Transfer,Web,Chennai,1,0,1,0
61678.19,Transfer,Web,Chennai,0,0,0,0
1735.01,POS,Mobile,Bangalore,0,0,0,0
17830.3,Transfer,ATM,Chennai,0,0,1,0
72556.7,Online,ATM,Mumbai,0,0,1,1
41133.18,POS,Mobile,Pune,1,0,1,0
41307.09,Transfer,Mobile,Ahmedabad,1,0,1,0
95590.12,Transfer,Web,Pune,1,0,0,1
92285.08,POS,Web,Mumbai,1,0,1,1
9634.77,Online,Mobile,Chennai,1,0,0,0
34492.84,Transfer,Mobile,Delhi,1,0,0,0
32326.27,Online,Mobile,Chennai,0,0,0,0
3744.84,POS,Web,Hyderabad,1,0,0,0
31795.83,Online,Mobile,Delhi,0,0,0,0
54171.11,Online,Web,Kolkata,0,0,1,0
41071.93,POS,POS,Ahmedabad,1,0,1,1
48114.12,POS,ATM,Mumbai,0,0,1,0
65996.3,Online,ATM,Delhi,0,0,0,0
52640.94,Online,Mobile,Mumbai,0,0,0,0
19352.88,Online,POS,Hyderabad,1,0,0,0
63234.53,Transfer,Mobile,Delhi,0,0,0,0
18875.79,Online,Web,Pune,0,0,1,0
75713.96,Transfer,Mobile,Ahmedabad,1,0,0,1
58306.8,ATM,Web,Kolkata,1,0,0,1
29648.04,POS,Web,Delhi,0,0,1,0
15809.95,ATM,Web,Pune,1,0,0,0
19014.41,Online,Mobile,Delhi,0,0,0,0
16464.36,ATM,Mobile,Hyderabad,1,0,0,0
91339.06,ATM,ATM,Pune,1,0,0,1
71691.45,ATM,POS,Mumbai,0,0,1,1
67162.22,POS,Web,Kolkata,1,1,1,1
3913.09,Transfer,Web,Kolkata,1,0,0,0
42050.96,POS,ATM,Chennai,1,0,1,1
7927.67,Online,Mobile,Kolkata,0,0,0,0
92721.75,POS,POS,Pune,0,0,0,0
89053.38,Online,POS,Delhi,1,0,1,1
48752.15,Transfer,Web,Delhi,1,0,0,0
82708.73,ATM,ATM,Mumbai,1,0,0,1
4037.81,Transfer,POS,Mumbai,1,0,0,0
11191.43,Transfer,ATM,Delhi,1,0,1,0
54361.82,Transfer,Web,Chennai,1,0,0,1
73698.18,POS,POS,Pune,0,0,0,0
99731.78,ATM,Web,Chennai,1,0,1,1
27725.64,Online,POS,Hyderabad,1,0,0,0
33453.56,Transfer,POS,Chennai,1,0,1,0
87473.98,Transfer,Mobile,Ahmedabad,0,0,0,0
98137.74,Online,POS,Mumbai,0,0,1,0
52550.09,ATM,ATM,Pune,0,0,1,0
10659.57,ATM,Mobile,Kolkata,0,0,1,1
49089.61,ATM,POS,Ahmedabad,1,0,0,0
